id ground_truth predicted
PSEC4-21 3 3
PSEC5-12 3 3
PSEC5-17 3 3
PSEC5-47 3 3
PSEC5-60 3 3
PSEC5-65 3 3
PSEC6-28 3 3
PSEC6-33 3 3
PSEC6-36 3 3
PSEC7-6 3 3
PSEC7-7 3 3
PSEC7-8 3 3
PSEC9-8 3 3
PSYC1-1 3 3
PSYC3-1 3 3
PenB-103 3 3
PenB-105 3 3
PenB-31 3 3
PenB-64 3 3
PenE-22 3 3
PenP-11 3 3
PenP-16 3 3
PenP-19 3 3
PenP-22 3 3
PenP-30 3 3
PenP-60 3 3
PenP-67 3 3
PenP-70 3 3
PenP-77 3 3
PenP-81 3 3
PenP-A1 3 3
Q8GQB0 3 3
RHE1B1-2 3 3
RM3-7 3 3
SALC1-1 3 3
SALC1-3 3 3
SALC1-4 3 3
SDA-D-2 3 3
SDA-F-11 3 3
SDA-F-12 3 3
SDA-F-16 3 3
SDA-F-20 3 3
SDA-F-24 3 3
SDA-F-26 3 3
SDA-F-28 3 3
SDA-F-29 3 3
SDA-F-4 3 3
SDA-F-5 3 3
SDA-K-1 3 3
SDA-K-7 3 3
SDA-S-1 3 3
SDA-V-1 3 3
SEF-1 3 3
SERC3-1 3 3
SGM-15 3 3
SGM-19 3 3
SGM-33 3 3
SHB-4 3 3
SHD-1 3 3
SHE1B1-1 3 3
SHE1B10-1 3 3
SHE1B4-1 3 3
SHE1B4-2 3 3
SHN-1 3 3
SHV-A108 3 3
SMB-2 3 3
SMB-4 3 3
SMB-5 3 3
SMO-1 3 3
SON-1 3 3
SON-12 3 3
SON-14 3 3
SON-16 3 3
SPB3B1-1 3 3
SPB3B4-1 3 3
SPH1B4-1 3 3
SPHC1-1 3 3
SPHC1-4 3 3
SPI1B1-1 3 3
SPI1B4-1 3 3
SPI1B6-1 3 3
SPI1B7-1 3 3
SPM3B3-1 3 3
SPM3B8-7 3 3
SPR-7 3 3
SRO-2 3 3
SRU-2 3 3
STR3B13-1 3 3
STR3B15-1 3 3
STR3B2-1 3 3
STR3B3-1 3 3
STR3B4-1 3 3
STR3B9-1 3 3
TAT-1 3 3
TEM-A20 3 3
TEN1B1-1 3 3
TEN1B2-1 3 3
TER3B1-1 3 3
THIN-B-10 3 3
THIN-B-2 3 3
THIN-B-4 3 3
THIN-B-5 3 3
TTU-1 3 3
U1TP82 3 3
UNC1B10-1 3 3
UNC1B11-1 3 3
UNC1B16-1 3 3
UNC1B2-1 3 3
UNC1B6-1 3 3
UNC1B7-1 3 3
UNC1B8-1 3 3
UNC3B2-1 3 3
UNC3B2-3 3 3
VAG1B1-1 3 3
VAR3B1-2 3 3
VAR3B4-1 3 3
VAR3B4-3 3 3
VAR3B4-6 3 3
VDA-N-1 3 3
VIB1B2-1 3 3
VIB1B4-1 3 3
VIB3B11-1 3 3
VIB3B2-1 3 3
VIB3B6-11 3 3
VIB3B7-4 3 3
VIB3B9-6 3 3
VIBC1-1 3 3
VIBC3-10 3 3
VIBC5-1 3 3
VIBC6-1 3 3
VIM-48 3 3
XAN-1 3 3
XB3X1-1 3 3
XB3X100-1 3 3
XB3X1013-2 3 3
XB3X1018-1 3 3
XB3X1023-1 3 3
XB3X1026-1 3 3
XB3X1029-1 3 3
XB3X103-1 3 3
XB3X1032-1 3 3
XB3X1037-1 3 3
XB3X1044-1 3 3
XB3X1048-1 3 3
XB3X1051-1 3 3
XB3X1054-1 3 3
XB3X1055-6 3 3
XB3X1066-1 3 3
XB3X1070-1 3 3
XB3X1079-1 3 3
XB3X1082-1 3 3
XB3X1085-1 3 3
XB3X1088-1 3 3
XB3X1089-1 3 3
XB3X109-1 3 3
XB3X1091-2 3 3
XB3X110-1 3 3
XB3X1105-1 3 3
XB3X1109-1 3 3
XB3X1115-3 3 3
XB3X1123-1 3 3
XB3X1126-1 3 3
XB3X1128-1 3 3
XB3X113-1 3 3
XB3X1131-2 3 3
XB3X1138-1 3 3
XB3X118-1 3 3
XB3X121-1 3 3
XB3X126-1 3 3
XB3X13-1 3 3
XB3X130-1 3 3
XB3X131-1 3 3
XB3X135-1 3 3
XB3X136-1 3 3
XB3X144-1 3 3
XB3X147-1 3 3
XB3X149-3 3 3
XB3X164-1 3 3
XB3X165-1 3 3
XB3X167-1 3 3
XB3X171-1 3 3
XB3X172-1 3 3
XB3X184-1 3 3
XB3X193-4 3 3
XB3X211-2 3 3
XB3X216-1 3 3
XB3X219-1 3 3
XB3X22-1 3 3
XB3X225-1 3 3
XB3X263-2 3 3
XB3X272-1 3 3
XB3X276-1 3 3
XB3X278-1 3 3
XB3X281-1 3 3
XB3X282-1 3 3
XB3X29-1 3 3
XB3X302-1 3 3
XB3X310-1 3 3
XB3X317-1 3 3
XB3X318-1 3 3
XB3X327-1 3 3
XB3X329-1 3 3
XB3X330-1 3 3
XB3X330-2 3 3
XB3X333-2 3 3
XB3X337-1 3 3
XB3X338-1 3 3
XB3X342-1 3 3
XB3X344-2 3 3
XB3X350-1 3 3
XB3X351-1 3 3
XB3X351-2 3 3
XB3X355-2 3 3
XB3X358-1 3 3
XB3X366-1 3 3
XB3X367-1 3 3
XB3X368-1 3 3
XB3X372-1 3 3
XB3X388-1 3 3
XB3X391-121 3 3
XB3X4-1 3 3
XB3X41-2 3 3
XB3X53-1 3 3
XB3X54-1 3 3
XB3X55-2 3 3
XB3X550-10 3 3
XB3X570-1 3 3
XB3X58-1 3 3
XB3X597-1 3 3
XB3X6-1 3 3
XB3X611-1 3 3
XB3X65-3 3 3
XB3X657-1 3 3
XB3X662-1 3 3
XB3X663-1 3 3
XB3X687-1 3 3
XB3X69-1 3 3
XB3X693-1 3 3
XB3X696-1 3 3
XB3X70-1 3 3
XB3X700-1 3 3
XB3X702-1 3 3
XB3X706-1 3 3
XB3X707-1 3 3
XB3X709-2 3 3
XB3X722-1 3 3
XB3X722-2 3 3
XB3X726-1 3 3
XB3X734-1 3 3
XB3X802-1 3 3
XB3X802-15 3 3
XB3X802-22 3 3
XB3X802-9 3 3
XB3X828-1 3 3
XB3X828-6 3 3
XB3X850-1 3 3
XB3X854-1 3 3
XB3X858-1 3 3
XB3X872-1 3 3
XB3X884-1 3 3
XB3X891-1 3 3
XB3X896-1 3 3
XB3X899-1 3 3
XB3X899-10 3 3
XB3X899-6 3 3
XB3X948-3 3 3
XB3X948-6 3 3
XB3X975-1 3 3
XB3X979-1 3 3
XB3X980-1 3 3
XB3X981-1 3 3
XB3X989-3 3 3
XB3X995-1 3 3
XB3X996-1 3 3
XDA-A-10 3 3
XDA-A-50 3 3
XDA-A-64 3 3
XDA-A-83 3 3
YEC-30 3 3
YEC-58 3 3
YEK-1 3 3
YIN-1 3 3
ZOB1B1-1 3 3
aminoglycoside__aadE 5 5
aminoglycoside__viomycin_phosphotransferase 5 5
beta-lactam__class_A_beta-lactamase 3 3
beta-lactam__class_C_beta-lactamase 3 3
chloramphenicol__cat_chloramphenicol_acetyltransferase 15 0
chloramphenicol__chloramphenicol_and_florfenicol_exporter 15 15
chloramphenicol__chloramphenicol_exporter 15 3
kasugamycin__kasugamycin_resistance_protein_ksgA 5 8
macrolide-lincosamide-streptogramin__ermE 9 8
macrolide-lincosamide-streptogramin__lmrB 9 15
multidrug__EmrB-QacA_family_major_facilitator_transporter 2 1
multidrug__bicyclomycin-multidrug_efflux_protein_bcr 2 15
multidrug__mdtA 2 2
multidrug__mexE 2 2
multidrug__norA 2 2
multidrug__omp36 2 2
multidrug__oprC 2 3
multidrug__smeD 2 2
quinolone__qnrB 13 13
quinolone__qnrS 13 13
rifamycin__ADP-ribosylating_transferase_arr 10 1
sulfonamide__sul2 11 11
tetracycline__tetM 1 1
tetracycline__tetracycline_resistance_protein 1 1
trimethoprim__dfrA17 7 7
vancomycin__vanW 12 12
